Time,AccX,AccY,AccZ
1247,444,4596,22280
1248,1752,7928,16564
1249,2324,7144,12100
1250,232,8240,12072
1251,-656,6172,17804
1252,2036,-4944,28408
1253,2036,-4944,28408
1254,4108,-12508,19912
1255,4256,-8524,7100
1256,3960,-4908,11532
1257,1760,-4032,23156
1258,472,724,25252
1259,1064,7416,19712
1260,2680,8036,13736
1261,1692,7296,11452
1262,-872,8316,13948
1263,212,1664,23940
1264,212,1664,23940
1265,3208,-10808,27844
1266,4288,-11936,11536
1267,4564,-6164,6732
1268,2816,-4732,18084
1269,724,-2092,26176
1270,324,5036,22880
1271,2356,9208,15528
1272,2636,6928,11476
1273,492,8436,11560
1274,-1316,6152,19060
1275,-1316,6152,19060
1276,1672,-6432,30088
1277,4364,-13752,18988
1278,4396,-8396,5748
1279,3740,-4472,11888
1280,1256,-2836,24100
1281,232,1664,25144
1282,1536,7536,18108
1283,2976,6552,13216
1284,1604,6236,12704
1285,-1588,6652,17608
1286,-1588,6652,17608
1287,220,792,24980
1288,3652,-8752,23144
1289,4548,-9252,10456
1290,4392,-3928,9244
1291,3124,-2296,17716
1292,1460,-1964,23000
1293,1084,1156,20924
1294,1344,3572,18556
1295,1276,4780,17368
1296,144,6128,16012
1297,144,6128,16012
1298,-752,4748,17084
1299,1500,764,20248
1300,3524,-5256,20780
1301,3724,-6212,14136
1302,4352,-3368,11356
1303,4156,-1724,14308
1304,2804,-2020,19068
1305,1296,-632,21108
1306,-20,892,21384
1307,-244,1972,20904
1308,-244,1972,20904
1309,296,4344,18236
1310,1076,4496,14744
1311,1732,2132,15648
1312,2428,116,19404
1313,2260,-2552,20344
1314,3276,-3268,15116
1315,4392,-2956,12116
1316,4228,-1728,13892
1317,3048,-1204,17644
1318,1200,-980,20040
1319,1200,-980,20040
1320,104,-508,21092
1321,-152,1080,20976
1322,220,2344,19636
1323,1160,2608,17600
1324,2064,2204,16484
1325,2076,628,17316
1326,2136,-376,18188
1327,2504,-1012,17072
1328,3384,-1360,15168
1329,3592,-1928,14536
1330,3592,-1928,14536
1331,3272,-1520,15580
1332,2448,-1096,17336
1333,1780,-508,18284
1334,1336,36,19324
1335,736,16,20160
1336,452,476,19992
1337,772,1136,19080
1338,1640,1076,17932
1339,2372,764,17108
1340,2372,764,17108
1341,2552,268,16904
1342,2500,-460,16868
1343,2576,-408,16764
1344,2496,-276,16576
1345,2556,-492,16684
1346,2476,-800,16880
1347,2380,-736,17196
1348,2100,-548,17688
1349,1828,-304,18108
1350,1556,-220,18264
1351,1556,-220,18264
1352,1536,-44,18292
1353,1528,-136,18340
1354,1464,156,18460
1355,1572,336,18140
1356,1792,392,17672
1357,2160,156,17228
1358,2236,96,17052
1359,2232,-96,17244
1360,2100,-164,17488
1361,2008,56,17396
1362,2008,56,17396
1363,1944,32,17424
1364,2084,-304,17424
1365,2196,-376,17344
1366,2216,-440,17252
1367,2164,-360,17252
1368,2056,-376,17324
1369,2008,-268,17544
1370,2060,-296,17688
1371,1900,-108,17884
1372,1688,-68,18120
1373,1688,-68,18120
1374,1748,-152,18224
1375,1800,52,18044
1376,1924,204,17876
1377,2008,8,17724
1378,2008,-64,17584
1379,1984,-64,17424
1380,2072,-160,17488
1381,2044,-132,17504
1382,1924,-72,17388
1383,1992,-96,17564
1384,1992,-96,17564
1385,2016,-208,17480
1386,1896,-160,17596
1387,2068,-64,17512
1388,2076,-200,17380
1389,2148,-332,17428
1390,2116,-280,17496
1391,1992,-308,17564
1392,1948,-152,17656
1393,1992,-228,17576
1394,1932,-176,17732
1395,1932,-176,17732
1396,2036,-112,17772
1397,2012,-120,17756
1398,1920,-112,17724
1399,1932,-128,17640
1400,1964,-40,17620
1401,1880,8,17696
1402,1944,16,17760
1403,1888,-12,17640
1404,1936,40,17612
1405,1992,-84,17592
1406,1992,-84,17592
1407,1964,-216,17456
1408,1892,-108,17604
1409,1872,-16,17528
1410,2076,-36,17460
1411,2000,-44,17500
1412,1980,-152,17540
1413,1932,-20,17500
1414,1936,-228,17568
1415,2044,-120,17492
1416,2000,-124,17460
1417,2000,-124,17460
1418,2040,-176,17524
1419,1980,-256,17684
1420,2032,-176,17772
1421,1924,-168,17676
1422,1872,-116,17684
1423,1912,-208,17568
1424,1960,-184,17672
1425,1996,-68,17704
1426,1984,-104,17640
1427,1956,-88,17528
1428,1956,-88,17528
1429,2044,-60,17504
1430,1968,-136,17512
1431,1916,-36,17604
1432,1932,-92,17648
1433,1916,-132,17368
1434,1976,-160,17336
1435,2032,-140,17712
1436,1976,-168,17660
1437,1960,-144,17536
1438,2044,-52,17388
1439,2044,-52,17388
1440,1964,-8,17472
1441,1908,-112,17584
1442,1972,-68,17672
1443,1924,-72,17620
1444,1908,-120,17560
1445,1928,-112,17780
1446,1856,-92,17680
1447,2000,-100,17632
1448,2052,-184,17616
1449,2052,-184,17616
1450,1956,-180,17592
1451,1924,-152,17668
1452,1952,-156,17540
1453,1964,-52,17604
1454,2020,-68,17568
1455,2056,-96,17612
1456,2068,-64,17596
1457,2088,-124,17640
1458,1992,-68,17508
1459,1932,-108,17476
1460,1932,-108,17476
1461,1960,-212,17540
1462,1908,-188,17600
1463,1944,-116,17520
1464,1924,-128,17700
1465,2068,-220,17536
1466,1924,-124,17592
1467,1916,-124,17488
1468,1964,-88,17668
1469,2060,-156,17660
1470,2088,-172,17552
1471,2088,-172,17552
1472,2016,-164,17736
1473,2024,-144,17704
1474,2048,-228,17680
1475,2076,-132,17632
1476,2052,-88,17640
1477,2044,-56,17544
1478,1900,-132,17628
1479,1972,-124,17536
1480,1912,-88,17500
1481,1932,-120,17476
1482,1932,-120,17476
1483,1932,-112,17448
1484,1908,-80,17644
1485,1916,-96,17576
1486,1960,-168,17576
1487,1920,-52,17616
1488,1940,-128,17560
1489,1992,-88,17468
1490,1956,-120,17412
1491,1892,-68,17556
1492,1964,-100,17604
1493,1964,-100,17604
1494,1944,-136,17664
1495,1944,-116,17480
1496,1876,-208,17480
1497,1980,-252,17612
1498,2084,-88,17656
1499,1944,-168,17656
1500,2028,-168,17728
1501,2028,-112,17592
1502,1980,-64,17584
1503,1892,-184,17688
1504,1892,-184,17688
1505,1908,-168,17528
1506,1980,-140,17604
1507,2048,-44,17616
1508,2080,-116,17532
1509,2012,-180,17536
1510,2012,-196,17664
1511,1948,-116,17564
1512,2000,-124,17532
1513,1992,-204,17540
1514,1992,-144,17592
1515,1992,-144,17592
1516,2056,-116,17564
1517,2092,-24,17600
1518,1976,-100,17612
1519,1980,-80,17612
1520,1964,-156,17524
1521,1956,-36,17576
1522,2020,-36,17548
1523,2044,-96,17500
1524,1980,-216,17612
1525,1996,-64,17572
1526,1996,-64,17572
1527,1964,-72,17588
1528,1848,-68,17668
1529,1956,-180,17664
1530,1952,-116,17472
1531,1952,-208,17484
1532,2052,-88,17688
1533,2052,-112,17680
1534,2008,-52,17520
1535,2056,-44,17624
1536,2000,-124,17652
1537,2000,-124,17652
1538,2060,-100,17504
1539,2096,-120,17516
1540,2056,-48,17608
1541,2048,-104,17724
1542,1988,-136,17604
1543,1960,-192,17420
1544,2040,-136,17440
1545,2024,-244,17644
1546,2016,-172,17708
1547,1980,-104,17608
1548,1980,-104,17608
1549,1932,-12,17632
1550,1960,-144,17708
1551,1876,-160,17772
1552,1912,-144,17600
1553,2068,-128,17496
1554,2072,-112,17408
1555,2044,-120,17536
1556,2032,-92,17640
1557,2004,-128,17584
1558,2004,-128,17584
1559,1944,-100,17596
1560,1928,-60,17588
1561,1900,-132,17696
1562,2064,-176,17692
1563,1952,-152,17744
1564,2088,-104,17548
1565,2024,-108,17488
1566,1980,-164,17556
1567,1920,-156,17684
1568,1956,-88,17688
1569,1956,-88,17688
1570,2036,-132,17536
1571,1992,-192,17604
1572,1968,-112,17580
1573,1916,-76,17632
1574,2020,-12,17516
1575,2016,-172,17568
1576,2012,-156,17584
1577,2040,-200,17596
1578,2008,-80,17568
1579,1980,-80,17744
1580,1980,-80,17744
1581,2000,-80,17576
1582,1932,-152,17564
1583,1828,-116,17576
1584,1896,-228,17524
1585,2020,-128,17468
1586,2008,-180,17676
1587,1980,-108,17744
1588,2000,-136,17652
1589,2020,-100,17620
1590,2044,-116,17512
1591,2044,-116,17512
1592,1956,-188,17468
1593,1924,-192,17540
1594,1940,-88,17632
1595,1996,-92,17536
1596,2016,-152,17480
1597,2020,-148,17500
1598,2040,-24,17608
1599,2044,-76,17788
1600,2020,-216,17624
1601,2032,-136,17620
1602,2032,-136,17620
1603,1976,-96,17600
1604,1968,-32,17600
1605,1948,-60,17516
1606,2000,-76,17676
1607,2012,-264,17624
1608,2016,-216,17628
1609,1996,-172,17720
1610,1960,-60,17616
1611,2012,-100,17660
1612,1916,-48,17688
1613,1916,-48,17688
1614,1948,-48,17636
1615,1964,-108,17632
1616,1936,-140,17660
1617,2020,-76,17652
1618,1988,-76,17516
1619,1924,-96,17748
1620,2040,-216,17728
1621,2008,-212,17408
1622,1916,-172,17516
1623,1964,-232,17500
1624,1964,-232,17500
1625,1980,-64,17528
1626,2028,-136,17716
1627,1988,-24,17624
1628,2028,-136,17624
1629,2068,-148,17564
1630,2000,-184,17576
1631,2020,-88,17664
1632,1948,-100,17628
1633,2040,-88,17672
1634,2056,-132,17492
1635,2056,-132,17492
1636,2000,-84,17384
1637,1964,-172,17376
1638,1956,-192,17576
1639,1936,-120,17716
1640,1992,-120,17740
1641,2012,-100,17728
1642,2032,-152,17752
1643,2028,-192,17740
1644,2020,-128,17596
1645,2032,-248,17516
1646,2032,-248,17516
1647,2020,-240,17484
1648,1944,-188,17540
1649,1972,-156,17612
1650,2064,-144,17688
1651,2024,-144,17472
1652,2068,4,17528
1653,1912,-128,17508
1654,1964,-100,17732
1655,1968,-136,17704
1656,1968,-136,17704
1657,1996,-80,17552
1658,1972,-136,17596
1659,2016,-144,17660
1660,2028,-164,17684
1661,1984,-124,17512
1662,2004,-160,17456
1663,2000,-80,17476
1664,2004,-204,17644
1665,1992,-148,17596
1666,1944,-120,17436
1667,1944,-120,17436
1668,1976,-132,17536
1669,1980,-96,17608
1670,2000,-48,17572
1671,2068,-60,17616
1672,2056,-184,17596
1673,2080,-164,17716
1674,2020,-108,17704
1675,1956,-124,17640
1676,1936,-192,17592
1677,2004,-68,17560
1678,2004,-68,17560
1679,2024,-240,17588
1680,1992,-188,17684
1681,2088,-140,17656
1682,2032,-60,17688
1683,2040,-132,17724
1684,1952,-112,17548
1685,1936,-132,17476
1686,2000,-28,17584
1687,2064,-152,17684
1688,1972,-72,17552
1689,1972,-72,17552
1690,1872,-164,17520
1691,1984,-164,17536
1692,1896,-124,17512
1693,1924,-68,17704
1694,1984,-60,17624
1695,1996,-60,17420
1696,2004,-72,17620
1697,2008,-144,17684
1698,1884,-160,17648
1699,1936,-136,17620
1700,1936,-136,17620
1701,1932,-64,17656
1702,1956,-96,17596
1703,1976,-44,17600
1704,1896,-100,17592
1705,1960,-120,17716
1706,1984,-128,17552
1707,1992,-144,17480
1708,1956,-164,17636
1709,2020,-100,17720
1710,1996,-176,17560
1711,1996,-176,17560
1712,1940,-132,17504
1713,1928,-112,17548
1714,1924,-56,17496
1715,1924,-168,17468
1716,1972,-104,17544
1717,1928,-228,17596
1718,1956,-136,17544
1719,2008,-116,17596
1720,2044,-176,17604
1721,2000,-136,17600
1722,2000,-136,17600
1723,1912,-52,17652
1724,1888,-88,17572
1725,1916,-112,17708
1726,2004,-120,17652
1727,2048,-212,17648
1728,2020,-152,17596
1729,2004,-180,17480
1730,1988,-128,17620
1731,1916,-196,17644
1732,1912,-212,17704
1733,1912,-212,17704
1734,1928,-236,17540
1735,1964,-88,17476
1736,2068,-144,17640
1737,1988,-96,17536
1738,1888,-80,17592
1739,1916,-36,17616
1740,2032,-144,17640
1741,2056,-108,17556
1742,2056,-196,17728
1743,1988,-184,17628
1744,1988,-184,17628
1745,1956,-232,17564
1746,1968,-176,17708
1747,2024,-104,17628
1748,2012,-144,17632
1749,1960,-80,17532
1750,1944,-8,17444
1751,1940,-68,17564
1752,1916,-144,17516
1753,1968,-220,17412
1754,1968,-220,17412
1755,1852,-100,17472
1756,1932,-144,17556
1757,1976,-176,17620
1758,2092,-160,17604
1759,2064,-44,17544
1760,1932,-56,17628
1761,2004,-184,17616
1762,2008,-160,17612
1763,2100,-216,17608
1764,2024,-188,17520
1765,2024,-188,17520
1766,1944,-168,17544
1767,1936,-136,17616
1768,1944,-256,17768
1769,1956,-144,17624
1770,1884,-200,17504
1771,1896,-124,17532
1772,1952,-80,17556
1773,1952,-68,17596
1774,1956,-120,17564
1775,2000,-60,17784
1776,2000,-60,17784
1777,2000,-100,17636
1778,2040,-116,17552
1779,2040,-116,17612
1780,2000,-176,17584
1781,2008,-72,17632
1782,2060,-144,17412
1783,2068,-204,17488
1784,2080,-212,17436
1785,1904,-172,17656
1786,1936,-212,17788
1787,1936,-212,17788
1788,1964,-76,17680
1789,1924,-156,17488
1790,1972,-152,17532
1791,2032,-112,17600
1792,2008,-128,17544
1793,1948,-120,17536
1794,2020,-36,17520
1795,1980,-144,17604
1796,1924,-96,17672
1797,1944,-120,17664
1798,1944,-120,17664
1799,2056,-132,17576
1800,1944,-152,17728
1801,1940,-180,17568
1802,2052,-68,17556
1803,2016,-104,17564
1804,1908,-144,17632
1805,1904,-116,17652
1806,1924,-48,17672
1807,2052,-160,17644
1808,2064,-136,17548
1809,2064,-136,17548
1810,2056,-176,17536
1811,1936,-180,17528
1812,1980,-220,17732
1813,1996,-96,17572
1814,2000,-100,17448
1815,1952,-40,17540
1816,1972,-192,17724
1817,1916,-148,17644
1818,2004,-236,17688
1819,1948,-68,17592
1820,1948,-68,17592
1821,1932,-108,17484
1822,1884,-140,17392
1823,1976,-128,17508
1824,1952,-176,17612
1825,1852,-28,17588
1826,2004,-112,17568
1827,2056,-148,17632
1828,2032,-68,17596
1829,2008,-96,17664
1830,1992,-80,17604
1831,1992,-80,17604
1832,2000,-124,17600
1833,2040,-120,17588
1834,2124,-168,17580
1835,2056,-184,17552
1836,1952,-124,17620
1837,2000,-228,17752
1838,2056,-236,17800
1839,2000,-108,17620
1840,2020,-68,17620
1841,2060,-188,17488
1842,2060,-188,17488
1843,2028,-168,17628
1844,1972,-184,17668
1845,1992,-72,17584
1846,1928,-124,17560
1847,2000,-196,17492
1848,2024,-204,17576
1849,1936,-180,17608
1850,1920,-116,17624
1851,1948,-56,17532
1852,1984,-148,17524
1853,1984,-148,17524
1854,2052,-140,17608
1855,1996,-40,17564
1856,1948,-124,17648
1857,2012,-152,17508
1858,2152,-172,17512
1859,2068,-152,17544
1860,2068,-132,17512
1861,2016,-108,17556
1862,1944,-204,17516
1863,1944,-204,17516
1864,2016,-128,17472
1865,1944,-196,17552
1866,1948,-80,17716
1867,2016,-184,17640
1868,2068,-96,17564
1869,1968,-104,17572
1870,2000,-124,17588
1871,1984,-116,17620
1872,1992,-44,17620
1873,2020,-116,17688
1874,2020,-116,17688
1875,2076,-152,17604
1876,1996,-112,17580
1877,2016,-56,17680
1878,2024,-80,17620
1879,2020,-84,17664
1880,2012,-120,17620
1881,2084,-48,17468
1882,1968,-160,17504
1883,1912,-112,17628
1884,1984,-84,17700
1885,1984,-84,17700
1886,1996,-152,17552
1887,1976,-132,17608
1888,1972,-160,17632
1889,1932,-164,17588
1890,2000,-176,17516
1891,1924,-164,17464
1892,1996,-208,17460
1893,2000,-56,17576
1894,2048,-56,17624
1895,1972,-140,17692
1896,1972,-140,17692
1897,1984,-232,17748
1898,2100,-116,17712
1899,2112,-132,17648
1900,2140,-88,17532
1901,1992,-104,17484
1902,1916,-148,17608
1903,2036,-148,17540
1904,2060,-88,17672
1905,2012,-140,17592
1906,1944,-36,17612
1907,1944,-36,17612
1908,2056,-64,17676
1909,2004,-184,17564
1910,2028,-192,17504
1911,2016,-164,17564
1912,1972,-196,17620
1913,1916,-128,17504
1914,1996,-148,17512
1915,1992,-148,17504
1916,2044,-112,17488
1917,2036,-168,17600
1918,2036,-168,17600
1919,2008,-136,17728
1920,1948,-252,17668
1921,1928,-176,17588
1922,1940,-200,17596
1923,1936,-92,17508
1924,1948,-128,17492
1925,2036,-108,17564
1926,2108,-112,17616
1927,2008,-152,17560
1928,2020,-144,17588
1929,2020,-144,17588
1930,1956,-60,17400
1931,2000,-24,17484
1932,1996,-128,17604
1933,2020,-72,17756
1934,2008,-120,17664
1935,1944,-124,17672
1936,1940,-132,17636
1937,2000,-140,17500
1938,1908,-100,17668
1939,1924,-28,17624
1940,1924,-28,17624
1941,1984,-164,17696
1942,1968,-212,17760
1943,1972,-204,17584
1944,1960,-88,17636
1945,1916,-168,17608
1946,1932,-148,17580
1947,2048,-152,17596
1948,2048,-156,17588
1949,1964,-112,17660
1950,1924,-104,17584
1951,1924,-104,17584
1952,1924,-196,17600
1953,1968,-132,17508
1954,1868,-44,17648
1955,1940,-36,17672
1956,1948,-152,17576
1957,1984,-144,17444
1958,1984,-88,17492
1959,1860,-132,17576
1960,1940,-252,17588
1961,2012,-200,17652
1962,2012,-200,17652
1963,2036,-44,17480
1964,2008,-64,17436
1965,1876,-72,17404
1966,1924,-116,17528
1967,1952,-164,17512
1968,1916,-200,17536
1969,1980,-128,17744
1970,2004,-180,17564
1971,1888,-48,17624
1972,1888,-48,17624
1973,1956,-92,17704
1974,1972,-84,17696
1975,1960,-80,17728
1976,1948,-60,17592
1977,2008,-212,17516
1978,1940,-164,17484
1979,2016,-164,17548
1980,1952,-104,17592
1981,1928,-128,17688
1982,1960,-164,17568
1983,1960,-164,17568
1984,1928,-204,17564
1985,1944,-184,17728
1986,1932,-56,17692
1987,2040,-32,17608
1988,1992,-164,17612
1989,1988,-208,17560
1990,1956,-64,17596
1991,1964,-40,17588
1992,1920,-92,17548
1993,1908,-100,17664
1994,1908,-100,17664
1995,1980,-44,17620
1996,2032,-92,17516
1997,2016,-8,17556
1998,2020,-232,17560
1999,1960,-80,17492
2000,2000,-128,17444
2001,2020,-112,17696
2002,1932,-264,17696
2003,1916,-112,17632
2004,1932,-36,17568
2005,1932,-36,17568
2006,1924,-56,17620
2007,1952,-144,17540
2008,2004,-48,17432
2009,2072,-60,17540
2010,2032,-80,17556
2011,1980,-120,17504
2012,2000,-72,17500
2013,1976,-12,17576
2014,1948,-24,17608
2015,1916,-124,17496
2016,1916,-124,17496
2017,2012,-212,17524
2018,2020,-108,17532
2019,2032,-132,17640
2020,1896,-16,17656
2021,1964,-8,17552
2022,1976,-80,17612
2023,1952,-144,17452
2024,1964,-120,17436
2025,2036,-112,17468
2026,1968,-60,17556
2027,1968,-60,17556
2028,1980,-112,17412
2029,2036,-112,17412
2030,2024,-140,17672
2031,2020,-108,17604
2032,2100,-56,17660
2033,2100,-52,17580
2034,2000,-164,17608
2035,1900,-160,17688
2036,1988,-172,17732
2037,2020,-168,17660
2038,2020,-168,17660
2039,2132,-160,17616
2040,2156,-104,17624
2041,1988,-72,17552
2042,2084,-112,17632
2043,2076,-152,17736
2044,1940,-64,17656
2045,1984,-168,17548
2046,2028,-272,17564
2047,1920,-104,17544
2048,1956,-172,17592
2049,1956,-172,17592
2050,2000,-132,17568
2051,1876,-196,17616
2052,1956,-152,17648
2053,1964,-180,17732
2054,1916,-40,17768
2055,1956,-152,17752
2056,1936,-80,17632
2057,1928,-72,17692
2058,1896,-112,17508
2059,1968,-116,17628
2060,1968,-116,17628
2061,2084,-92,17640
2062,1980,-144,17664
2063,1976,-124,17648
2064,1984,-148,17604
2065,2008,-104,17768
2066,2012,-140,17704
2067,1940,-152,17628
2068,1956,-192,17540
2069,2064,-44,17608
2070,2016,-152,17636
2071,2016,-152,17636
2072,2024,-88,17636
2073,1980,-128,17692
2074,1976,-240,17464
2075,1996,-176,17324
2076,2004,-128,17420
2077,2040,-88,17684
2078,2000,-112,17700
2079,1928,-32,17616
2080,1968,-132,17632
2081,1968,-132,17632
2082,1972,-100,17596
2083,1964,-172,17524
2084,1924,-152,17516
2085,2044,-132,17464
2086,2128,-60,17368
2087,2036,-172,17440
2088,1988,-112,17572
2089,1944,-160,17516
2090,1952,-108,17480
2091,1996,-176,17568
2092,1996,-176,17568
2093,2048,-140,17576
2094,2020,-124,17640
2095,1992,-128,17556
2096,2016,-192,17676
2097,2028,-168,17704
2098,2012,-240,17668
2099,1884,-200,17728
2100,1924,-156,17768
2101,1940,-104,17624
2102,2020,-44,17580
2103,2020,-44,17580
2104,1924,-192,17700
2105,1956,-180,17720
2106,1968,-184,17628
2107,2076,-72,17580
2108,2108,-120,17508
2109,1992,-56,17528
2110,1952,-184,17700
2111,1932,-80,17668
2112,1992,-140,17636
2113,1964,-160,17564
2114,1964,-160,17564
2115,2044,-264,17632
2116,1948,-112,17480
2117,1924,-148,17576
2118,1896,-76,17624
2119,1980,-132,17588
2120,2044,-120,17448
2121,2020,-76,17516
2122,1952,-160,17628
2123,1912,-124,17620
2124,1920,-172,17572
2125,1920,-172,17572
2126,1916,-144,17540
2127,1956,-88,17500
2128,2064,-160,17520
2129,1948,-148,17632
2130,1928,-76,17584
2131,2012,8,17640
2132,1956,-124,17488
2133,2000,-228,17552
2134,1964,-116,17616
2135,1992,-144,17568
2136,1992,-144,17568
2137,1960,8,17580
2138,1924,-116,17520
2139,1948,-144,17676
2140,2040,-188,17596
2141,1924,-56,17504
2142,1944,-160,17624
2143,1968,-92,17632
2144,1936,-160,17544
2145,2016,-212,17636
2146,1944,-80,17732
2147,1944,-80,17732
2148,1864,-20,17656
2149,1888,8,17616
2150,1984,-68,17680
2151,1956,-132,17696
2152,1924,-88,17652
2153,2000,-100,17588
2154,2060,-152,17660
2155,1992,-72,17632
2156,1920,-64,17648
2157,1924,-24,17576
2158,1924,-24,17576
2159,1964,-56,17700
2160,1932,-76,17556
2161,2004,-140,17476
2162,2020,-60,17716
2163,1968,-148,17704
2164,2016,-180,17664
2165,1964,-156,17576
2166,1920,-100,17536
2167,1900,-176,17588
2168,2008,-100,17508
2169,2008,-100,17508
2170,2016,-100,17452
2171,1968,-80,17636
2172,1972,-120,17688
2173,1996,-104,17608
2174,1972,-120,17620
2175,1964,-84,17592
2176,1948,-92,17668
2177,1916,-112,17720
2178,1948,-144,17484
2179,2116,-100,17436
2180,2116,-100,17436
2181,1988,-164,17412
2182,2028,-120,17564
2183,1964,-92,17484
2184,1996,-76,17636
2185,1936,16,17500
2186,1876,-28,17392
2187,1972,-56,17444
2188,1988,-152,17720
2189,1884,-124,17636
2190,1884,-124,17636
2191,1944,-112,17788
2192,2024,-100,17664
2193,1936,-220,17592
2194,1888,-144,17608
2195,1932,-196,17552
2196,2016,-84,17432
2197,2060,-84,17424
2198,2084,-76,17588
2199,2028,-112,17576
2200,2024,-72,17684
2201,2024,-72,17684
2202,2000,-156,17628
2203,2076,-80,17532
2204,2012,-132,17568
2205,2020,-176,17596
2206,2036,-224,17736
2207,2024,-128,17668
2208,2032,-116,17652
2209,2024,-172,17664
2210,2104,-120,17668
2211,2032,-132,17660
2212,2032,-132,17660
2213,2008,-76,17720
2214,2000,-56,17684
2215,1956,-56,17656
2216,1992,-168,17588
2217,2116,-152,17600
2218,2048,-124,17600
2219,1924,-88,17656
2220,1992,-172,17672
2221,2040,-112,17640
2222,1920,-144,17628
2223,1920,-144,17628
2224,1940,-104,17708
2225,1996,-152,17616
2226,2048,-68,17516
2227,1960,-152,17652
2228,1964,-228,17576
2229,1968,-144,17508
2230,1964,-132,17576
2231,2012,-236,17712
2232,1916,-124,17644
2233,1940,-172,17560
2234,1940,-172,17560
2235,1904,-120,17604
2236,1936,-76,17564
2237,1992,-108,17676
2238,2112,-100,17688
2239,2056,-156,17608
2240,2040,-172,17652
2241,1912,-100,17668
2242,1996,-120,17600
2243,2000,-96,17656
2244,2056,-72,17696
2245,2056,-72,17696
2246,1928,-84,17728
2247,1932,-44,17624
2248,1956,-176,17640
2249,2016,-56,17592
2250,1936,-180,17600
2251,1984,-140,17640
2252,1900,-180,17612
2253,1972,-200,17596
2254,1928,-220,17476
2255,1996,-112,17664
2256,1996,-112,17664
2257,1972,-88,17728
2258,2032,-136,17620
2259,1924,-128,17500
2260,1992,-136,17604
2261,1980,-172,17696
2262,1972,-156,17652
2263,1904,-144,17712
2264,1944,-132,17668
2265,1964,-56,17628
2266,2048,-116,17548
2267,2048,-116,17548
2268,1964,-144,17580
2269,1972,-180,17680
2270,1980,-168,17608
2271,1956,-208,17540
2272,1984,-132,17576
2273,1944,-216,17556
2274,1996,-180,17588
2275,1968,-208,17524
2276,1960,-168,17476
2277,1952,-208,17544
2278,1952,-208,17544
2279,1996,-144,17648
2280,2056,-88,17728
2281,1964,-116,17720
2282,1980,-112,17528
2283,1952,-124,17572
2284,1860,-164,17500
2285,1840,-116,17536
2286,2008,-152,17564
2287,2024,-196,17532
2288,2012,-128,17644
2289,2012,-128,17644
2290,1932,-136,17592
2291,1956,-124,17600
2292,2084,-136,17472
2293,1972,-172,17552
2294,2004,-164,17516
2295,2020,-56,17512
2296,1884,-100,17716
2297,1884,-164,17612
2298,1988,-192,17640
2299,2136,-172,17664
2300,2136,-172,17664
2301,2036,-256,17520
2302,1972,-152,17396
2303,1944,-176,17544
2304,1996,-188,17636
2305,1956,-116,17536
2306,1948,-56,17516
2307,1980,-184,17636
2308,2024,-208,17684
2309,1988,-180,17668
2310,1988,-180,17668
2311,1964,-140,17504
2312,2044,-164,17528
2313,1960,-124,17528
2314,1912,-56,17368
2315,1892,-112,17460
2316,2028,-172,17508
2317,2068,-168,17568
2318,1964,-84,17436
2319,2040,-128,17512
2320,1996,-132,17556
2321,1996,-132,17556
2322,2048,-112,17660
2323,1976,-144,17624
2324,1984,-196,17696
2325,2012,-56,17576
2326,1928,-128,17500
2327,1924,-124,17584
2328,2048,-180,17580
2329,1960,-60,17604
2330,1996,-72,17532
2331,1924,-104,17620
2332,1924,-104,17620
2333,2036,-168,17568
2334,2040,-236,17564
2335,2044,-284,17592
2336,2036,-60,17616
2337,2040,-36,17564
2338,2016,-128,17516
2339,1992,-112,17528
2340,2000,-224,17644
2341,1972,-140,17592
2342,1944,-144,17672
2343,1944,-144,17672
2344,1980,-76,17528
2345,1980,-168,17512
2346,2032,-112,17536
2347,1972,-80,17652
2348,2024,-72,17704
2349,2096,-112,17628
2350,2024,-164,17616
2351,1940,-160,17660
2352,2032,-120,17600
2353,1980,-132,17740
2354,1980,-132,17740
2355,2012,-156,17744
2356,2068,-136,17676
2357,2024,-120,17676
2358,1948,-116,17648
2359,1976,-164,17680
2360,1960,-180,17520
2361,1828,-132,17500
2362,1856,-92,17612
2363,1988,-120,17596
2364,2004,-56,17624
2365,2004,-56,17624
2366,2012,-188,17556
2367,1876,-52,17544
2368,1952,-76,17620
2369,1924,-4,17572
2370,1872,-48,17452
2371,1828,-100,17508
2372,1872,-184,17548
2373,1988,-184,17584
2374,1924,-108,17444
2375,1932,-164,17576
2376,1932,-164,17576
2377,2048,-252,17656
2378,2020,-136,17696
2379,2012,-184,17720
2380,1968,-76,17568
2381,1964,-36,17572
2382,1952,-60,17520
2383,1972,-144,17440
2384,1984,-160,17476
2385,2044,-92,17500
2386,2016,-124,17500
2387,2016,-124,17500
2388,2004,-156,17548
2389,1960,-120,17712
2390,1932,-60,17620
2391,1948,-120,17528
2392,1952,-164,17632
2393,1988,-212,17556
2394,1964,-88,17568
2395,1952,-112,17576
2396,1936,-96,17608
2397,1968,-44,17644
2398,1968,-44,17644
2399,2012,8,17552
2400,2080,-52,17584
2401,2072,-96,17620
2402,1980,-128,17592
2403,1916,-92,17688
2404,1896,-204,17552
2405,2048,-160,17588
2406,2044,-184,17720
2407,2016,-164,17624
2408,1888,-264,17524
2409,1888,-264,17524
2410,1876,16,17404
2411,1944,-76,17404
2412,1992,-132,17456
