Time,AccX,AccY,AccZ
2413,1988,-104,17484
2414,2012,-40,17552
2415,1928,-128,17420
2416,1996,-100,17464
2417,1968,-40,17512
2418,1968,-104,17644
2419,1968,-104,17644
2420,2028,-132,17576
2421,2020,-168,17532
2422,1916,-140,17468
2423,1864,-164,17584
2424,2012,-208,17684
2425,1880,-192,17628
2426,1976,-196,17564
2427,1924,-164,17564
2428,1932,-164,17676
2429,2040,-168,17600
2430,2040,-168,17600
2431,1996,-104,17588
2432,2092,-208,17592
2433,2028,-140,17472
2434,1968,-188,17516
2435,2012,-120,17456
2436,2000,-48,17412
2437,2036,-28,17452
2438,1992,-92,17620
2439,1960,-104,17616
2440,1988,-256,17524
2441,1988,-256,17524
2442,1948,-156,17660
2443,1984,-116,17740
2444,2104,-108,17784
2445,2136,-112,17648
2446,1976,-72,17676
2447,2092,-16,17516
2448,2032,-56,17532
2449,2004,-140,17652
2450,1964,-192,17556
2451,1952,-108,17528
2452,1952,-108,17528
2453,1988,-212,17564
2454,1944,-156,17604
2455,1952,-120,17556
2456,1988,-156,17508
2457,2000,-176,17732
2458,2048,-156,17520
2459,2000,-160,17536
2460,1944,-40,17652
2461,2020,-92,17664
2462,1996,-52,17672
2463,1996,-52,17672
2464,2020,-112,17676
2465,2024,-12,17484
2466,2004,-60,17480
2467,1972,-44,17640
2468,1992,-8,17440
2469,1936,0,17544
2470,1952,-164,17576
2471,1980,-132,17592
2472,1948,-128,17520
2473,1980,-160,17604
2474,1980,-160,17604
2475,1948,-128,17568
2476,1976,-176,17612
2477,1920,-156,17556
2478,1980,-176,17512
2479,2012,-68,17568
2480,1968,-84,17732
2481,2020,-88,17684
2482,1932,-164,17748
2483,1920,-112,17660
2484,1988,-144,17628
2485,1988,-144,17628
2486,1860,-96,17668
2487,1968,-124,17576
2488,1992,-100,17520
2489,2008,-164,17436
2490,1944,-168,17488
2491,1936,-240,17668
2492,1980,-144,17652
2493,1984,-132,17480
2494,2004,-104,17480
2495,1940,-104,17540
2496,1940,-104,17540
2497,1932,-84,17512
2498,1956,-116,17556
2499,2000,-144,17556
2500,1956,-156,17628
2501,1908,-176,17636
2502,1868,-76,17560
2503,1900,-112,17436
2504,1948,-84,17504
2505,1928,-196,17536
2506,1884,-128,17660
2507,1884,-128,17660
2508,1868,-124,17572
2509,1988,-108,17476
2510,2040,-192,17504
2511,2068,-100,17456
2512,2008,-152,17556
2513,1904,-100,17484
2514,1860,-32,17592
2515,1964,-92,17668
2516,1964,-180,17644
2517,1976,-88,17520
2518,1976,-88,17520
2519,1952,-20,17568
2520,1916,-24,17576
2521,1864,-124,17528
2522,1936,-80,17596
2523,2020,-80,17676
2524,2020,-104,17504
2525,1968,-84,17488
2526,1948,-160,17568
2527,2036,-136,17556
2528,2036,-136,17556
2529,1968,-72,17664
2530,1960,-132,17628
2531,2000,-100,17708
2532,2060,-120,17660
2533,1940,-88,17588
2534,1956,-120,17704
2535,1968,-100,17620
2536,2168,-44,17608
2537,2120,-164,17724
2538,2104,-132,17748
2539,2104,-132,17748
2540,2060,-80,17592
2541,2020,-24,17584
2542,2012,-80,17716
2543,1936,16,17592
2544,1936,-220,17444
2545,1952,-152,17364
2546,2016,-148,17576
2547,1960,-156,17600
2548,1972,-220,17616
2549,2000,-116,17636
2550,2000,-116,17636
2551,2044,-116,17648
2552,2060,-120,17636
2553,1936,-152,17576
2554,2008,-196,17512
2555,1976,-124,17720
2556,1932,-196,17692
2557,2000,-180,17712
2558,1960,-68,17704
2559,1932,-116,17696
2560,1960,-196,17604
2561,1960,-196,17604
2562,1916,-144,17688
2563,2008,-244,17580
2564,1996,-112,17740
2565,1960,-44,17684
2566,1872,-156,17736
2567,1936,-236,17700
2568,1936,-104,17640
2569,1992,-100,17624
2570,1960,-76,17672
2571,1872,-96,17568
2572,1872,-96,17568
2573,1976,-100,17504
2574,1964,-128,17532
2575,1992,-128,17532
2576,2060,-120,17520
2577,2024,-132,17608
2578,2032,-176,17536
2579,1996,-140,17500
2580,1968,-124,17492
2581,1912,-88,17452
2582,1992,-44,17464
2583,1992,-44,17464
2584,1964,-92,17564
2585,2048,-100,17500
2586,2008,-176,17608
2587,1972,-92,17488
2588,2080,-184,17444
2589,1984,-152,17556
2590,1960,-224,17576
2591,1976,-144,17476
2592,2128,-120,17648
2593,2128,-24,17576
2594,2128,-24,17576
2595,2000,-72,17636
2596,2024,-12,17512
2597,1956,-100,17540
2598,1916,-100,17592
2599,1876,-96,17552
2600,1976,-28,17520
2601,1940,-48,17476
2602,1944,-152,17568
2603,1960,-252,17664
2604,1944,-128,17520
2605,1944,-128,17520
2606,1932,-140,17468
2607,1988,-116,17460
2608,2048,-92,17516
2609,2052,-144,17568
2610,2052,-160,17588
2611,2144,-68,17524
2612,2056,-124,17604
2613,1952,-176,17624
2614,2016,-120,17500
2615,2032,-108,17576
2616,2032,-108,17576
2617,2000,-68,17604
2618,1988,-76,17572
2619,2080,-72,17612
2620,1980,-4,17684
2621,2008,-12,17632
2622,1956,-188,17708
2623,1904,-152,17548
2624,2004,-176,17624
2625,2040,-124,17592
2626,2040,-124,17592
2627,2012,-256,17440
2628,1932,-124,17460
2629,1944,-124,17644
2630,2012,-88,17624
2631,2076,-220,17560
2632,2144,-148,17708
2633,2116,-184,17732
2634,2076,-160,17596
2635,1988,-132,17664
2636,1948,-100,17648
2637,1948,-100,17648
2638,1952,-56,17536
2639,2004,-160,17576
2640,1964,-180,17548
2641,1980,-172,17560
2642,2040,-112,17632
2643,2044,-188,17740
2644,1924,-108,17736
2645,2024,-180,17540
2646,2060,-144,17520
2647,2012,-152,17532
2648,2012,-152,17532
2649,2020,-108,17580
2650,2024,-124,17588
2651,1956,-144,17504
2652,1980,-172,17652
2653,2000,-124,17636
2654,1952,-112,17428
2655,2000,-36,17696
2656,1924,-12,17720
2657,1964,0,17552
2658,1972,-128,17656
2659,1972,-128,17656
2660,1992,-56,17684
2661,1964,-148,17740
2662,1988,-172,17716
2663,1976,-160,17664
2664,2000,-164,17520
2665,1984,-136,17536
2666,1980,-232,17588
2667,2064,-160,17688
2668,2076,-120,17672
2669,2048,-120,17556
2670,2048,-120,17556
2671,1948,-144,17548
2672,1920,-44,17516
2673,1952,-76,17504
2674,1980,-52,17652
2675,2004,-56,17656
2676,1976,-20,17600
2677,2020,-144,17512
2678,2112,-116,17600
2679,2028,-144,17608
2680,2028,-96,17556
2681,2028,-96,17556
2682,2012,-132,17444
2683,2068,-16,17424
2684,2004,-76,17584
2685,1952,-40,17588
2686,1984,-212,17564
2687,1916,-132,17596
2688,1952,-188,17404
2689,1944,-144,17580
2690,1968,-76,17488
2691,1988,-108,17592
2692,1988,-108,17592
2693,1916,-12,17532
2694,1964,-116,17516
2695,2040,-132,17648
2696,2044,-168,17612
2697,2032,-132,17464
2698,2032,-76,17740
2699,2020,-152,17600
2700,2028,-264,17644
2701,2020,-156,17664
2702,2032,-164,17596
2703,2032,-164,17596
2704,2016,-196,17380
2705,2000,-152,17564
2706,2036,-176,17664
2707,1968,-164,17580
2708,2052,-108,17612
2709,2064,-204,17480
2710,2092,-196,17692
2711,1904,-188,17632
2712,1872,-128,17564
2713,2012,-172,17596
2714,2012,-172,17596
2715,1992,-152,17648
2716,1996,-136,17492
2717,1924,-52,17564
2718,1928,-56,17488
2719,2028,-108,17480
2720,2004,-120,17588
2721,2024,-104,17696
2722,2040,-64,17724
2723,2016,-100,17512
2724,2016,-100,17512
2725,2008,-36,17580
2726,2020,-56,17524
2727,2000,-36,17576
2728,2044,-108,17576
2729,1968,-64,17516
2730,1996,-84,17568
2731,1956,-108,17668
2732,1912,-84,17600
2733,2028,-88,17604
2734,2028,-136,17640
2735,2028,-136,17640
2736,1972,-140,17652
2737,1960,-120,17544
2738,2012,-108,17532
2739,2044,-152,17492
2740,2008,-176,17532
2741,1916,-48,17520
2742,1952,-20,17544
2743,1972,-76,17576
2744,2024,-48,17480
2745,2068,-180,17548
2746,2068,-180,17548
2747,1896,-120,17628
2748,2084,-196,17588
2749,2124,-132,17592
2750,1960,-144,17612
2751,1940,-212,17556
2752,1996,-76,17688
2753,1980,-76,17640
2754,1976,-84,17624
2755,1956,-208,17592
2756,1928,-144,17636
2757,1928,-144,17636
2758,1976,-120,17624
2759,1928,-80,17580
2760,1992,-88,17532
2761,2028,-32,17652
2762,2020,-176,17716
2763,2060,-140,17716
2764,2036,-84,17592
2765,1964,-40,17512
2766,1944,-128,17548
2767,2020,-152,17460
2768,2020,-152,17460
2769,1992,-176,17600
2770,1980,-132,17544
2771,1968,-156,17476
2772,1980,-180,17500
2773,1980,-156,17608
2774,2068,-108,17596
2775,2048,-48,17556
2776,1928,-76,17620
2777,1956,-156,17652
2778,1908,-160,17560
2779,1908,-160,17560
2780,2028,-112,17556
2781,1940,-116,17488
2782,1972,-120,17528
2783,2020,-152,17544
2784,1932,-64,17660
2785,1864,-168,17588
2786,1888,-188,17532
2787,1892,-172,17544
2788,2056,-72,17580
2789,2044,-176,17580
2790,2044,-176,17580
2791,2008,-52,17732
2792,1972,-152,17716
2793,1924,-184,17736
2794,1936,-168,17540
2795,1968,-60,17648
2796,1972,-172,17628
2797,2108,-176,17560
2798,2048,-132,17588
2799,2076,-156,17732
2800,2020,-136,17708
2801,2020,-136,17708
2802,2020,-156,17568
2803,1980,-168,17656
2804,1936,-180,17596
2805,1924,-64,17624
2806,1924,-228,17576
2807,1980,-188,17592
2808,2072,-200,17520
2809,1968,-136,17536
2810,1984,-140,17488
2811,2008,-128,17552
2812,2008,-128,17552
2813,1936,-240,17764
2814,1924,-120,17508
2815,1952,-208,17556
2816,1912,-120,17684
2817,1972,-140,17628
2818,1944,-16,17540
2819,1992,-44,17480
2820,1980,-76,17556
2821,1972,-88,17524
2822,1996,-116,17564
2823,1996,-116,17564
2824,1948,-132,17632
2825,1976,-144,17640
2826,1992,-116,17604
2827,2068,-56,17548
2828,1968,-52,17396
2829,1992,-28,17504
2830,1972,-84,17656
2831,2040,-88,17788
2832,1996,-88,17592
2833,1996,-88,17592
2834,2068,-120,17532
2835,2060,-88,17428
2836,2060,-180,17556
2837,2180,-144,17572
2838,2032,-156,17660
2839,2012,-80,17684
2840,1996,-112,17540
2841,1940,-64,17596
2842,1952,-140,17608
2843,1972,-136,17624
2844,1972,-136,17624
2845,1964,-208,17628
2846,1996,-108,17680
2847,1980,-184,17496
2848,1952,-140,17408
2849,1956,-60,17568
2850,2000,-112,17592
2851,2124,-164,17544
2852,2024,-104,17628
2853,1972,-120,17552
2854,2016,-148,17568
2855,2016,-148,17568
2856,2036,-84,17664
2857,2048,-40,17676
2858,1956,-56,17560
2859,1944,-72,17568
2860,1964,-132,17564
2861,1988,-152,17620
2862,1988,-192,17652
2863,2032,-176,17512
2864,1968,-108,17596
2865,2008,-132,17692
2866,2008,-132,17692
2867,2012,-212,17672
2868,1972,-76,17596
2869,2096,-52,17724
2870,2068,-132,17528
2871,1948,-12,17608
2872,1888,-208,17632
2873,1972,-88,17664
2874,2012,-64,17544
2875,2008,-84,17580
2876,1948,-104,17660
2877,1948,-104,17660
2878,1948,-212,17668
2879,1964,-168,17700
2880,2024,-76,17488
2881,2040,-140,17584
2882,1948,-116,17624
2883,1972,-116,17588
2884,1916,-104,17652
2885,1944,-192,17664
2886,1992,-172,17500
2887,1884,-140,17520
2888,1884,-140,17520
2889,1880,-152,17504
2890,1932,-24,17532
2891,2008,-76,17340
2892,1996,-56,17576
2893,1980,-172,17792
2894,2012,-196,17632
2895,2036,-200,17548
2896,1996,-120,17548
2897,1968,-68,17600
2898,2000,-96,17516
2899,2000,-96,17516
2900,2008,-164,17468
2901,1968,-112,17456
2902,1896,-180,17608
2903,1952,-128,17668
2904,2032,-96,17508
2905,1988,-20,17632
2906,1932,-148,17588
2907,2032,-208,17468
2908,2000,-196,17612
2909,1972,-156,17600
2910,1972,-156,17600
2911,1916,-156,17564
2912,2012,-184,17604
2913,1976,-144,17620
2914,1920,-92,17556
2915,1876,-220,17660
2916,1948,-164,17492
2917,1916,-84,17620
2918,1868,-128,17572
2919,1928,-76,17448
2920,1980,-144,17636
2921,1980,-144,17636
2922,1928,-104,17600
2923,1924,-100,17580
2924,1908,-68,17532
2925,1964,-92,17624
2926,2072,-96,17592
2927,2080,-168,17508
2928,1992,-136,17556
2929,1904,-112,17672
2930,1992,-176,17496
2931,2024,-200,17516
2932,2024,-200,17516
2933,2024,-76,17636
2934,2020,-72,17664
2935,2032,-100,17612
2936,2060,-140,17536
2937,1976,-168,17560
2938,1944,-204,17728
2939,2032,-180,17832
2940,1928,-140,17784
2941,1968,-152,17660
2942,1968,-152,17660
2943,1976,-12,17568
2944,2072,-56,17608
2945,2052,-120,17588
2946,2056,-164,17536
2947,2024,-228,17728
2948,2060,-224,17652
2949,2156,-100,17512
2950,2060,-132,17484
2951,2028,-100,17596
2952,1956,-144,17708
2953,1956,-144,17708
2954,1936,-20,17708
2955,1964,-132,17560
2956,1976,-36,17632
2957,1872,-176,17676
2958,1980,-164,17620
2959,1924,-176,17532
2960,1908,-168,17432
2961,2028,-164,17628
2962,2012,-112,17448
2963,2056,-120,17552
2964,2056,-120,17552
2965,2020,-148,17604
2966,1960,-164,17520
2967,1984,-144,17476
2968,1972,-108,17532
2969,1912,-236,17564
2970,1900,-112,17608
2971,1944,-196,17716
2972,1996,-100,17696
2973,1988,-160,17672
2974,2004,-148,17512
2975,2004,-148,17512
2976,1928,-148,17560
2977,1956,-144,17600
2978,1940,-132,17604
2979,1928,-152,17556
2980,1900,-120,17560
2981,1968,-100,17720
2982,1932,-120,17552
2983,2032,-76,17460
2984,1968,-148,17556
2985,2016,8,17540
2986,2016,8,17540
2987,1996,36,17552
2988,1992,-96,17568
2989,2044,-144,17468
2990,1956,-168,17564
2991,1940,-152,17656
2992,2012,-144,17648
2993,2112,-136,17676
2994,2072,-120,17696
2995,1904,-56,17668
2996,1960,-152,17724
2997,1960,-152,17724
2998,1980,-152,17488
2999,1956,-36,17528
